FIT	CollEn	particle	centrality	mass	beta	betaErr	temp	tempErr	n-v_prof	nErr	norm	normErr	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
tan	0	la_	0	1.11568	0.594039	0.00578527	0.139225	0.000935039	0.490798	0.0589512	135740	8487.87	4.7313	0.160717	0.098576	0.00471698	2.25366e-05	5.30939e-06	4.8299	0.165439	6.2114	0.228369	0.218276	0.0114008	2.31196e-05	5.44586e-06	6.4297	0.239775	8.06798	0.371369	0.821243	0.0501975	5.79643e-06	5.30939e-06	8.88923	0.421572	11.6329	0.593587	0.821243	0.0501975	5.79643e-06	1.36004e-06	12.4542	0.643786	0	53673968
hag	0	la_	0	1.11568	3.92214	0.00463205	200	0.0797399	15	0.0019953	4.7313	0.160717	0.0682918	0.000301939	0.000546872	5.65241e-06	4.80014	0.161024	6.2114	0.228369	0.15663	0.000685326	0.00055943	5.78095e-06	6.36859	0.22906	8.06798	0.371369	0.631093	0.00270863	0.000130269	5.65241e-06	8.6992	0.374083	11.6329	0.593587	0.631093	0.00270863	0.000130269	1.33805e-06	12.2642	0.596297	32767	0
bis	0	la_	1	1.11568	0.584636	0.00694865	0.142992	0.00114213	0.514097	0.0703022	88320.1	6448.9	3.84422	0.147292	0.0836068	0.00347803	1.9797e-05	1.17413e-06	3.92784	0.150771	5.05177	0.206517	0.185783	0.00825119	2.03085e-05	1.20403e-06	5.23758	0.21477	6.58085	0.324292	0.703994	0.0353115	5.08812e-06	1.17413e-06	7.28485	0.359605	9.49786	0.509646	0.703994	0.0353115	5.08812e-06	2.98968e-07	10.2019	0.544958	0	0
tan	0	la_	1	1.11568	0.584589	0.00694728	0.143003	0.00114226	0.513908	0.0702465	88259.6	6444.28	3.84422	0.147292	0.0836061	0.0044349	1.97971e-05	5.46512e-06	3.92784	0.151733	5.05177	0.206517	0.185782	0.0107456	2.03086e-05	5.6054e-06	5.23757	0.217269	6.58085	0.324292	0.703986	0.0475274	5.08814e-06	5.46512e-06	7.28484	0.371825	9.49786	0.509646	0.703986	0.0475274	5.08814e-06	1.39877e-06	10.2019	0.557175	0	53673968
hag	0	la_	1	1.11568	4.06047	0.00553756	200	0.107172	15	0.0024781	3.84422	0.147292	0.0598801	0.000313679	0.000402941	4.87504e-06	3.9045	0.147611	5.05177	0.206517	0.137524	0.00071298	0.000412221	4.98627e-06	5.18971	0.207235	6.58085	0.324292	0.555484	0.00282527	9.61631e-05	4.87504e-06	7.13643	0.327123	9.49786	0.509646	0.555484	0.00282527	9.61631e-05	1.15648e-06	10.0534	0.512472	32767	0
bis	0	la_	2	1.11568	0.574911	0.0971514	0.148618	0.0223014	0.570264	0.368309	46950	63858.3	2.8528	0.0837075	0.0648879	0.00247226	1.6208e-05	9.54685e-07	2.9177	0.0861807	3.74723	0.116685	0.144631	0.00590168	1.66229e-05	9.78747e-07	3.89188	0.122587	4.87678	0.18054	0.552132	0.0255317	4.14122e-06	9.54685e-07	5.42892	0.206073	7.04264	0.282159	0.552132	0.0255317	4.14122e-06	2.4156e-07	7.59477	0.307691	0	0
tan	0	la_	2	1.11568	0.57487	0.0915844	0.148627	0.0207878	0.570107	0.348168	46923.7	60767.6	2.8528	0.0837075	0.0648877	0.0169087	1.62081e-05	6.59984e-05	2.9177	0.100682	3.74723	0.116685	0.144631	0.0426917	1.6623e-05	6.76745e-05	3.89188	0.159444	4.87678	0.18054	0.55213	0.199782	4.14124e-06	6.59984e-05	5.42891	0.380389	7.04264	0.282159	0.55213	0.199782	4.14124e-06	1.67795e-05	7.59477	0.481958	0	53673968
hag	0	la_	2	1.11568	4.19697	0.00430177	200	0.0718407	15	0.00160444	2.8528	0.0837075	0.0530269	0.000213993	0.000291604	2.68922e-06	2.90612	0.0839242	3.74723	0.116685	0.121729	0.000486177	0.00029829	2.75032e-06	3.86926	0.117174	4.87678	0.18054	0.491731	0.00192678	6.94065e-05	2.68922e-06	5.36858	0.18247	7.04264	0.282159	0.491731	0.00192678	6.94065e-05	6.3642e-07	7.53444	0.284087	32767	0
bis	0	la_	3	1.11568	0.562439	0.0754156	0.153068	0.0173987	0.634163	0.292773	24585.6	24758.4	1.87825	0.0634465	0.0447837	0.00196999	1.14594e-05	8.16808e-07	1.92304	0.0654174	2.47814	0.0880096	0.100508	0.00471448	1.17545e-05	8.37516e-07	2.57866	0.0927249	3.27271	0.134435	0.388475	0.0204706	2.93916e-06	8.16808e-07	3.66118	0.154907	4.7638	0.209002	0.388475	0.0204706	2.93916e-06	2.07409e-07	5.15228	0.229473	0	0
tan	0	la_	3	1.11568	0.562428	0.0967813	0.153071	0.0222185	0.634131	0.369222	24581.9	32356.4	1.87825	0.0634465	0.0447838	0.00480235	1.14596e-05	3.74263e-05	1.92304	0.0682863	2.47814	0.0880096	0.100509	0.0110468	1.17547e-05	3.83809e-05	2.57866	0.0990948	3.27271	0.134435	0.388476	0.0442632	2.9392e-06	3.74263e-05	3.66119	0.178736	4.7638	0.209002	0.388476	0.0442632	2.9392e-06	9.54012e-06	5.15228	0.253275	0	53673968
hag	0	la_	3	1.11568	4.43693	0.00502365	200	0.113071	15	0.00232392	1.87825	0.0634465	0.0421179	0.000195415	0.000181042	1.88071e-06	1.92055	0.0636438	2.47814	0.0880096	0.0970802	0.000445838	0.000185241	1.92396e-06	2.57541	0.0884574	3.27271	0.134435	0.394696	0.00177891	4.34028e-05	1.88071e-06	3.66745	0.136216	4.7638	0.209002	0.394696	0.00177891	4.34028e-05	4.48455e-07	5.15854	0.210781	32767	0
bis	0	la_	4	1.11568	0.52871	0.157952	0.165926	0.039276	0.829208	0.580255	8499.62	16663.9	1.1698	0.04691	0.0321726	0.00148255	7.96636e-06	7.25517e-07	1.20198	0.0483933	1.55341	0.0651614	0.072956	0.00356701	8.17094e-06	7.43841e-07	1.62638	0.0687291	2.09099	0.0997638	0.287679	0.0156356	2.03947e-06	7.25517e-07	2.37867	0.1154	3.06455	0.154877	0.287679	0.0156356	2.03947e-06	1.83785e-07	3.35223	0.170512	0	0
tan	0	la_	4	1.11568	0.528687	0.136929	0.165931	0.0322697	0.829148	0.50695	8497.19	14661.9	1.1698	0.04691	0.0321728	0.00866182	7.96652e-06	4.38951e-05	1.20198	0.0556157	1.55341	0.0651614	0.0729566	0.0224269	8.17111e-06	4.50128e-05	1.62638	0.0876333	2.09099	0.0997638	0.287681	0.108872	2.03951e-06	4.38951e-05	2.37867	0.20868	3.06455	0.154877	0.287681	0.108872	2.03951e-06	1.11768e-05	3.35224	0.26376	0	53673968
hag	0	la_	4	1.11568	4.71574	0.00613071	200	0.239294	15	0.00464385	1.1698	0.04691	0.0326291	0.000181568	0.000102852	1.25437e-06	1.20254	0.0470929	1.55341	0.0651614	0.0754036	0.000415362	0.000105248	1.28336e-06	1.62892	0.065578	2.09099	0.0997638	0.308001	0.00166549	2.47299e-05	1.25437e-06	2.39901	0.101431	3.06455	0.154877	0.308001	0.00166549	2.47299e-05	3.00097e-07	3.37258	0.156542	32767	0
bis	0	la_	5	1.11568	0.324076	0.379182	0.249545	0.0219859	4.82933	12.8007	229.06	129.675	0.521915	0.0207175	0.0165939	0.000687373	4.81816e-06	1.5742e-06	0.538514	0.0214064	0.700641	0.0290703	0.0378971	0.00164025	4.94156e-06	1.61261e-06	0.738543	0.0307122	0.972783	0.0456115	0.151435	0.0070827	1.23115e-06	1.5742e-06	1.12422	0.0526958	1.44076	0.0713193	0.151435	0.0070827	1.23115e-06	3.90057e-07	1.59219	0.0784024	0	0
tan	0	la_	5	1.11568	0.416674	0.0195915	0.199996	0.0792543	1.12106	0.301736	1014.55	41.3996	0.521915	0.0207175	0.0169628	0.000580939	4.05536e-06	4.59488e-07	0.538882	0.0212989	0.700641	0.0290703	0.0388179	0.00137274	4.15998e-06	4.71107e-07	0.739463	0.0304435	0.972783	0.0456115	0.155702	0.00582776	1.04108e-06	4.59488e-07	1.12849	0.0514397	1.44076	0.0713193	0.155702	0.00582776	1.04108e-06	1.16469e-07	1.59646	0.0771472	0	53673968
hag	0	la_	5	1.11568	5.3013	0.00664713	200	0.485794	15	0.00755923	0.521915	0.0207175	0.0193579	0.000112717	3.47231e-05	4.24767e-07	0.541307	0.0208306	0.700641	0.0290703	0.0449681	0.000259258	3.55454e-05	4.34757e-07	0.745645	0.02933	0.972783	0.0456115	0.185408	0.00104987	8.43489e-06	4.24767e-07	1.1582	0.0466618	1.44076	0.0713193	0.185408	0.00104987	8.43489e-06	1.02734e-07	1.62617	0.0723693	32767	0
bis	0	la_	6	1.11568	0.52594	0.0231296	0.17418	0.00377127	2.36668	0.563292	772.693	137.68	0.118818	0.00896738	0.00482642	0.000294926	4.67114e-06	7.28941e-07	0.123649	0.00926304	0.162294	0.0126639	0.0110853	0.000701478	4.82792e-06	7.52806e-07	0.173384	0.0133661	0.236197	0.0201688	0.0449042	0.00302119	1.41422e-06	7.28941e-07	0.281102	0.0231907	0.355273	0.0316591	0.0449042	0.00302119	1.41422e-06	2.17133e-07	0.400178	0.0346805	0	0
tan	0	la_	6	1.11568	0.525729	0.023146	0.174255	0.00377037	2.36731	0.559588	770.002	137.186	0.118818	0.00896738	0.00482601	0.000224607	4.67268e-06	1.83233e-06	0.123648	0.00919382	0.162294	0.0126639	0.0110842	0.000501897	4.82951e-06	1.89304e-06	0.173383	0.0131677	0.236197	0.0201688	0.0448992	0.00196068	1.41467e-06	1.83233e-06	0.281097	0.0221313	0.355273	0.0316591	0.0448992	0.00196068	1.41467e-06	5.50076e-07	0.400173	0.0336203	0	53673968
hag	0	la_	6	1.11568	6.18683	0.11774	126.298	17.1832	14.9012	0.00296415	0.118818	0.00896738	0.00591021	0.000251133	1.57302e-05	8.57433e-07	0.124743	0.00921937	0.162294	0.0126639	0.0137488	0.000595869	1.62225e-05	8.83676e-07	0.176059	0.0132607	0.236197	0.0201688	0.0570032	0.00255715	4.54627e-06	8.57433e-07	0.293204	0.0227268	0.355273	0.0316591	0.0570032	0.00255715	4.54627e-06	2.44208e-07	0.412281	0.0342164	32767	0
bis	0	ala	0	1.11568	0.684799	0.0870483	0.119194	0.025954	0.980371	0.52203	380757	937953	12.151	0.485752	1.13617	0.197811	2.03401e-05	3.22553e-06	13.2872	0.683567	17.1068	0.757318	3.85862	0.868796	2.0864e-05	3.30725e-06	20.9654	1.62612	4.30246	0.181083	0.484823	0.0856038	3.31489e-06	3.22553e-06	4.78729	0.26669	6.16942	0.288036	0.484823	0.0856038	3.31489e-06	5.22079e-07	6.65425	0.37364	0	0
tan	0	ala	0	1.11568	0.447729	0.0144887	0.166081	0.00149117	0.0100242	2.67585	15622.7	1050.36	12.151	0.485752	1.08202	0	2.07385e-05	0	13.2331	0.485752	17.1068	0.757318	3.61503	0	2.12725e-05	0	20.7219	0.757318	4.30246	0.181083	0.461362	0	3.37963e-06	0	4.76383	0.181083	6.16942	0.288036	0.461362	0	3.37963e-06	0	6.63079	0.288036	0	53673968
hag	0	ala	0	1.11568	4.24105	0.00626713	200	0.1082	15	0.00251903	12.151	0.485752	1.07737	0.00612831	0.000407932	5.43376e-06	13.2288	0.491886	17.1068	0.757318	3.90259	0.0216763	0.000417383	5.55862e-06	21.0098	0.779	4.30246	0.181083	0.461292	0.00262057	6.34596e-05	5.43376e-06	4.76382	0.183709	6.16942	0.288036	0.461292	0.00262057	6.34596e-05	8.42179e-07	6.63078	0.290658	32767	0
bis	0	ala	1	1.11568	0.608733	0.00905255	0.136418	0.0014271	0.507938	0.0870456	70512.4	7065.9	9.74814	0.402689	0.784382	0.0468501	1.57576e-05	1.39525e-06	10.5325	0.44954	13.6788	0.607871	2.55129	0.184175	1.61635e-05	1.43073e-06	16.2302	0.792048	3.44395	0.147557	0.334012	0.0201521	2.56828e-06	1.39525e-06	3.77796	0.167711	4.92223	0.227456	0.334012	0.0201521	2.56828e-06	2.26155e-07	5.25625	0.247608	0	0
tan	0	ala	1	1.11568	0.607866	0.00908877	0.136615	0.00143045	0.504614	0.0869252	69523.4	6961.54	9.74814	0.402689	0.784276	0.0706509	1.57618e-05	5.90658e-06	10.5324	0.473345	13.6788	0.607871	2.55077	0.282458	1.61678e-05	6.0578e-06	16.2296	0.890334	3.44395	0.147557	0.333966	0.0304322	2.56896e-06	5.90658e-06	3.77792	0.177995	4.92223	0.227456	0.333966	0.0304322	2.56896e-06	9.60194e-07	5.2562	0.257889	0	53673968
hag	0	ala	1	1.11568	4.28593	0.00732954	200	0.212826	15	0.00529814	9.74814	0.402689	1.03442	0.00686228	0.000370929	5.74089e-06	10.7829	0.409557	13.6788	0.607871	3.7506	0.0242973	0.00037953	5.87292e-06	17.4298	0.632174	3.44395	0.147557	0.442925	0.0029346	5.77235e-05	5.74089e-06	3.88693	0.150497	4.92223	0.227456	0.442925	0.0029346	5.77235e-05	8.90133e-07	5.36522	0.230392	32767	0
bis	0	ala	2	1.11568	0.578727	0.109097	0.148326	0.0250417	0.54981	0.418949	25325.3	38885.7	7.31133	0.227686	0.655933	0.0316348	1.48481e-05	1.1885e-06	7.96728	0.259322	10.2772	0.342309	2.19048	0.125612	1.52293e-05	1.21857e-06	12.4676	0.467922	2.58629	0.0832982	0.279678	0.0136147	2.41659e-06	1.1885e-06	2.86597	0.0969141	3.70264	0.127856	0.279678	0.0136147	2.41659e-06	1.92266e-07	3.98232	0.141471	0	0
tan	0	ala	2	1.11568	0.589202	0.00618951	0.145924	0.000452429	0.588933	0.0852587	29415.2	236.572	7.31133	0.227686	0.6559	0.0318552	1.48238e-05	1.14718e-06	7.96725	0.259542	10.2772	0.342309	2.19056	0.126809	1.52044e-05	1.17622e-06	12.4677	0.46912	2.58629	0.0832982	0.279665	0.0137115	2.41266e-06	1.14718e-06	2.86596	0.0970109	3.70264	0.127856	0.279665	0.0137115	2.41266e-06	1.85589e-07	3.98231	0.141568	0	53673968
hag	0	ala	2	1.11568	4.47848	0.00577771	200	0.142735	15	0.00313217	7.31133	0.227686	0.869885	0.00449523	0.00024839	2.94827e-06	8.18147	0.232184	10.2772	0.342309	3.1668	0.0159852	0.000254168	3.01632e-06	13.4442	0.358298	2.58629	0.0832982	0.372555	0.0019228	3.87092e-05	2.94827e-06	2.95888	0.085224	3.70264	0.127856	0.372555	0.0019228	3.87092e-05	4.57872e-07	4.07524	0.12978	32767	0
bis	0	ala	3	1.11568	0.591624	0.481779	0.0843063	1.00003	0.0778402	1	8.72154e+06	1.00003	4.85215	0.164643	0.244776	0	1.37481e-08	0	5.09693	0.164643	6.81162	0.243373	0.64402	0	1.41169e-08	0	7.45564	0.243373	1.71629	0.0597096	0.10324	0	2.27888e-09	0	1.81953	0.0597096	2.45313	0.0901036	0.10324	0	2.27888e-09	0	2.55638	0.0901036	0	0
tan	0	ala	3	1.11568	0.582037	0.0755848	0.144031	0.0167586	0.499589	0.28939	21739.6	23831.7	4.85215	0.164643	0.422046	0.0226225	8.13151e-06	7.87219e-07	5.27421	0.187266	6.81162	0.243373	1.39487	0.0900784	8.34075e-06	8.07204e-07	8.2065	0.333453	1.71629	0.0597096	0.179862	0.00973768	1.32474e-06	7.87219e-07	1.89615	0.069448	2.45313	0.0901036	0.179862	0.00973768	1.32474e-06	1.27523e-07	2.633	0.0998414	0	53673968
hag	0	ala	3	1.11568	4.76491	0.00692468	200	0.301198	15	0.00545788	4.85215	0.164643	0.674786	0.00410717	0.000139504	1.90782e-06	5.52708	0.168752	6.81162	0.243373	2.47093	0.0146967	0.000142762	1.95206e-06	9.2827	0.258072	1.71629	0.0597096	0.289089	0.00175741	2.1782e-05	1.90782e-06	2.0054	0.0614689	2.45313	0.0901036	0.289089	0.00175741	2.1782e-05	2.96932e-07	2.74225	0.0918613	32767	0
bis	0	ala	4	1.11568	0.549725	0.195483	0.153612	0.0468931	0.677551	0.791572	8939.99	24110	3.27271	0.132699	0.353344	0.020756	5.48643e-06	6.5867e-07	3.62606	0.153455	4.69303	0.199203	1.19852	0.0832664	5.62951e-06	6.75607e-07	5.89156	0.28247	1.17192	0.0485448	0.150657	0.00893326	8.9848e-07	6.5867e-07	1.32257	0.0574788	1.712	0.0743759	0.150657	0.00893326	8.9848e-07	1.0723e-07	1.86266	0.0833093	0	0
tan	0	ala	4	1.11568	0.549805	0.356244	0.153594	0.0484556	0.677856	0.909326	8949.55	29413.7	3.27271	0.132699	0.353348	0.0209687	5.48627e-06	6.59217e-07	3.62606	0.153668	4.69303	0.199203	1.19853	0.084266	5.62934e-06	6.76169e-07	5.89157	0.283469	1.17192	0.0485448	0.150659	0.00902564	8.98452e-07	6.59217e-07	1.32258	0.0575711	1.712	0.0743759	0.150659	0.00902564	8.98452e-07	1.07321e-07	1.86266	0.0834017	0	53673968
hag	0	ala	4	1.11568	5.10158	0.00873109	200	0.723615	15	0.0118216	3.27271	0.132699	0.514013	0.00387313	7.76455e-05	1.27761e-06	3.7868	0.136573	4.69303	0.199203	1.87394	0.0137956	7.94944e-05	1.30783e-06	6.56706	0.212999	1.17192	0.0485448	0.220014	0.0016557	1.22184e-05	1.27761e-06	1.39194	0.0502018	1.712	0.0743759	0.220014	0.0016557	1.22184e-05	2.00449e-07	1.93203	0.0760318	32767	0
bis	0	ala	5	1.11568	0.434979	0.0197868	0.191178	0.00271333	1.08893	0.264505	824.42	86.3099	1.57286	0.0647185	0.215319	0.00732007	2.89613e-06	3.74446e-07	1.78818	0.0720389	2.29884	0.0992137	0.758694	0.0280576	2.97077e-06	3.83937e-07	3.05753	0.127272	0.569861	0.0239514	0.0919746	0.00314204	4.71999e-07	3.74446e-07	0.661836	0.0270938	0.848304	0.0374527	0.0919746	0.00314204	4.71999e-07	6.06012e-08	0.940279	0.0405948	0	0
tan	0	ala	5	1.11568	0.435047	0.019776	0.191161	0.00270945	1.08904	0.263747	824.975	86.3698	1.57286	0.0647185	0.215318	0.00732162	2.89607e-06	3.74464e-07	1.78818	0.0720405	2.29884	0.0992137	0.758689	0.0280643	2.9707e-06	3.83955e-07	3.05753	0.127278	0.569861	0.0239514	0.0919741	0.00314271	4.71989e-07	3.74464e-07	0.661836	0.0270945	0.848304	0.0374527	0.0919741	0.00314271	4.71989e-07	6.06041e-08	0.940278	0.0405955	0	53673968
hag	0	ala	5	1.11568	5.72953	0.0386852	197.544	7.62688	15	0.0458659	1.57286	0.0647185	0.299857	0.0214669	2.38595e-05	2.54805e-06	1.87274	0.0861879	2.29884	0.0992137	1.10313	0.0781848	2.4428e-05	2.60854e-06	3.40199	0.177401	0.569861	0.0239514	0.12839	0.00918635	3.75681e-06	2.54805e-06	0.698255	0.0331403	0.848304	0.0374527	0.12839	0.00918635	3.75681e-06	4.00555e-07	0.976697	0.0466394	32767	0
bis	0	ala	6	1.11568	0.698307	0.100538	0.105632	0.0373351	2.47749	1.12607	75081.3	338377	0.411638	0.0327936	0.0767247	0.0260851	1.52294e-05	4.95533e-06	0.488378	0.0588836	0.62032	0.0518815	0.290432	0.125671	1.5928e-05	5.17485e-06	0.910768	0.177558	0.151804	0.012353	0.0328905	0.0113386	3.08471e-06	4.95533e-06	0.184698	0.0236965	0.232845	0.0199002	0.0328905	0.0113386	3.08471e-06	9.90098e-07	0.265739	0.0312397	0	0
tan	0	ala	6	1.11568	0.698267	0.0924087	0.105646	0.032222	2.47714	1.03644	74953.9	317777	0.411638	0.0327936	0.0767168	0.0370609	1.52311e-05	6.85689e-05	0.48837	0.069923	0.62032	0.0518815	0.290393	0.171973	1.59297e-05	7.16701e-05	0.910729	0.223926	0.151804	0.012353	0.0328871	0.0160824	3.08503e-06	6.85689e-05	0.184695	0.028504	0.232845	0.0199002	0.0328871	0.0160824	3.08503e-06	1.38116e-05	0.265735	0.0359964	0	53673968
hag	0	ala	6	1.11568	6.27883	0.137116	83.2051	12.3866	15	0.382286	0.411638	0.0327936	0.0809181	0.00349496	5.04187e-05	3.04055e-06	0.492606	0.0362916	0.62032	0.0518815	0.299826	0.0135853	5.25624e-05	3.16677e-06	0.920199	0.06547	0.151804	0.012353	0.0346547	0.00150088	9.89623e-06	3.04055e-06	0.186469	0.0138569	0.232845	0.0199002	0.0346547	0.00150088	9.89623e-06	5.9087e-07	0.26751	0.0214016	32767	0
bis	0	la_	0	1.11568	0.753605	0.0134363	0.0989094	0.00193702	0.967363	0.165566	6.17713e+06	1.56191e+06	4.94528	0.362345	0.037171	0.0044854	0.0305566	0.00374699	5.01301	0.370578	6.59908	0.48851	0.102676	0.0131981	0.0330523	0.00403542	6.7348	0.505744	9.14095	0.720492	0.515802	0.0736856	0.0168391	0.00374699	9.67359	0.797925	13.9962	1.20763	0.515802	0.0736856	0.0168391	0.00197774	14.5288	1.28329	0	0
tan	0	la_	0	1.11568	0.489565	0.0495941	0.167177	0.0190139	0.0105057	4.73987	26377.8	24037.5	4.94528	0.362345	0.0352152	0.00793281	0.033792	0.0206633	5.01429	0.390942	6.59908	0.48851	0.096554	0.0231623	0.0365158	0.0222686	6.73215	0.533941	9.14095	0.720492	0.478366	0.127534	0.0184417	0.0206633	9.63776	0.868689	13.9962	1.20763	0.478366	0.127534	0.0184417	0.0109776	14.493	1.34614	0	53673968
hag	0	la_	0	1.11568	3.14538	0.116057	162.887	23.5169	15	1.57357	4.94528	0.362345	0.0510198	0.0132273	0.0738872	0.027331	5.07019	0.402904	6.59908	0.48851	0.143038	0.0369777	0.0791279	0.0292339	6.82124	0.554722	9.14095	0.720492	0.737424	0.189698	0.0366844	0.027331	9.91506	0.937521	13.9962	1.20763	0.737424	0.189698	0.0366844	0.0133861	14.7703	1.41071	32767	0
bis	0	la_	1	1.11568	0.795823	0.0337745	0.0813767	0.0222555	1.16486	0.203201	7.61754e+07	3.2015e+08	3.89474	0.305636	0.0312768	0.00481156	0.0244756	0.0042674	3.95049	0.314715	5.1887	0.410866	0.0872971	0.0144372	0.0264867	0.00458548	5.30248	0.429888	7.16282	0.601742	0.446872	0.0832062	0.0135482	0.0042674	7.62324	0.689216	10.9868	1.00875	0.446872	0.0832062	0.0135482	0.00220204	11.4472	1.09416	0	0
tan	0	la_	1	1.11568	0.471546	0.0480839	0.181451	0.0201356	0.0101121	4.81131	10713.9	9127.74	3.89474	0.305636	0.02807	0.050693	0.0307769	0.0583357	3.95359	0.414665	5.1887	0.410866	0.0772997	0.14021	0.0332282	0.0629421	5.29923	0.614018	7.16282	0.601742	0.386077	0.705868	0.0166496	0.0583357	7.56555	1.36595	10.9868	1.00875	0.386077	0.705868	0.0166496	0.0313595	11.3895	1.74598	0	53673968
hag	0	la_	1	1.11568	3.01443	0.123212	106.784	16.8057	15	2.17812	3.89474	0.305636	0.0379795	0.00164899	0.0624569	0.00545339	3.99518	0.312738	5.1887	0.410866	0.106389	0.00469246	0.0668518	0.00580408	5.36194	0.421362	7.16282	0.601742	0.547683	0.0248072	0.0308281	0.00545339	7.74133	0.632003	10.9868	1.00875	0.547683	0.0248072	0.0308281	0.00252163	11.5653	1.03608	32767	0
bis	0	la_	2	1.11568	0.758995	0.0157383	0.113504	0.00247935	1.26703	0.207189	755774	189337	3.03393	0.228186	0.0262996	0.00282002	0.0252031	0.00329904	3.08544	0.234305	4.04566	0.30653	0.0734504	0.00830795	0.027206	0.00354281	4.14631	0.31838	5.5992	0.447768	0.376269	0.046479	0.0136121	0.00329904	5.98908	0.497546	8.5908	0.74873	0.376269	0.046479	0.0136121	0.00169017	8.98068	0.796899	0	0
tan	0	la_	2	1.11568	0.520639	0.0999008	0.2	0.11741	0.532197	0.695086	4278.51	213.38	3.03393	0.228186	0.0250747	0.00243872	0.0279047	0.00513338	3.08691	0.235758	4.04566	0.30653	0.0696429	0.00708523	0.030084	0.00548989	4.14538	0.319105	5.5992	0.447768	0.353205	0.0387444	0.014879	0.00513338	5.96728	0.491645	8.5908	0.74873	0.353205	0.0387444	0.014879	0.00251471	8.95888	0.789989	0	53673968
hag	0	la_	2	1.11568	3.0547	0.123661	87.8187	13.7641	15	6.42648	3.03393	0.228186	0.0300335	0.00125599	0.0474761	0.00412438	3.11144	0.233566	4.04566	0.30653	0.0841521	0.00357811	0.0508252	0.0043905	4.18063	0.314498	5.5992	0.447768	0.433405	0.0189508	0.0234771	0.00412438	6.05608	0.470843	8.5908	0.74873	0.433405	0.0189508	0.0234771	0.00191173	9.04768	0.769592	32767	0
bis	0	la_	3	1.11568	0.793035	0.00960066	0.0775227	0.00137006	1.30966	0.18763	7.74934e+07	2.20067e+07	1.68641	0.134971	0.0161543	0.00207779	0.00876352	0.00114061	1.71133	0.13819	2.26983	0.183997	0.0454401	0.00622162	0.00949101	0.00123072	2.32476	0.191449	3.23149	0.280452	0.235831	0.0357468	0.0048876	0.00114061	3.47221	0.31734	5.02752	0.477258	0.235831	0.0357468	0.0048876	0.000613537	5.26823	0.513619	0	0
tan	0	la_	3	1.11568	0.597423	0.0466206	0.15865	0.00491553	0.627427	0.350081	15038.4	3990.4	1.68641	0.134971	0.0140469	0.0040011	0.0116075	0.00893826	1.71207	0.147911	2.26983	0.183997	0.0388283	0.0116787	0.0125364	0.00963077	2.32119	0.205306	3.23149	0.280452	0.195224	0.0642597	0.00630152	0.00893826	3.43301	0.35365	5.02752	0.477258	0.195224	0.0642597	0.00630152	0.00473866	5.22904	0.546257	0	53673968
hag	0	la_	3	1.11568	3.34592	0.135898	71.7557	12.1037	15	2.18522	1.68641	0.134971	0.0185394	0.000840867	0.0222651	0.00196115	1.72722	0.137774	2.26983	0.183997	0.0520431	0.00239876	0.023862	0.00209079	2.34573	0.188486	3.23149	0.280452	0.268889	0.0127342	0.0111455	0.00196115	3.51152	0.295148	5.02752	0.477258	0.268889	0.0127342	0.0111455	0.00092521	5.30755	0.490918	32767	0
bis	0	la_	4	1.11568	0.760736	0.0769264	0.082359	0.0431381	1.68634	0.457401	9.16609e+06	7.34826e+07	0.397584	0.0333557	0.00571927	0.0026133	0.0013784	0.00422475	0.404681	0.0401937	0.551253	0.0471904	0.0162996	0.00793417	0.00149416	0.00456615	0.569046	0.0596907	0.853852	0.0795136	0.086516	0.0466175	0.000775316	0.00422475	0.941144	0.130356	1.38127	0.141037	0.086516	0.0466175	0.000775316	0.00231033	1.46857	0.189965	0	0
tan	0	la_	4	1.11568	0.760743	0.0596417	0.0823571	0.094768	1.68646	0.396714	9.16948e+06	5.82121e+07	0.397584	0.0333557	0.00571956	0.00119654	0.00137842	0.000335572	0.404682	0.0348878	0.551253	0.0471904	0.0163005	0.00375773	0.00149417	0.00036125	0.569047	0.0513094	0.853852	0.0795136	0.0865214	0.0232258	0.000775324	0.000335572	0.941149	0.103075	1.38127	0.141037	0.0865214	0.0232258	0.000775324	0.000176452	1.46857	0.16444	0	53673968
hag	0	la_	4	1.11568	4.36156	0.175636	59.1044	11.689	15	2.16271	0.397584	0.0333557	0.00597408	0.00213923	0.00312031	0.00152139	0.406678	0.0370163	0.551253	0.0471904	0.016872	0.0060249	0.00335377	0.00163388	0.571478	0.0548492	0.853852	0.0795136	0.0880744	0.0313031	0.00161134	0.00152139	0.943538	0.112338	1.38127	0.141037	0.0880744	0.0313031	0.00161134	0.000778806	1.47096	0.173119	32767	0
