FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	130	ka-	7	0.49368	0.823389	0.11589	0.058606	0.0036123	0.223105	0.435761	1.1051	0.555263	1.20984	0.159936	0.272257	0.0176985	0.239613	0.449177	1.72171	0.626812	1.1409	0.149309	0.113142	0.00699286	0.15501	0.435761	1.40905	0.592063	1.73693	0.214274	0.113142	0.00699286	0.15501	0.197547	2.00508	0.418813	23	5
tan	130	ka-	7	0.49368	0.823389	0.11589	0.0561689	0.0485072	0.120291	0.195617	0.999849	0.360014	1.20984	0.159936	0.259326	0.23509	0.131658	0.210712	1.60082	0.605738	1.1409	0.149309	0.108404	0.0938523	0.0958072	0.195617	1.34511	0.438778	1.73693	0.214274	0.108404	0.0938523	0.0958072	0.140683	1.94114	0.448809	23	5
hag	130	ka-	7	0.49368	0.823389	0.11589	0.0707951	0.00184505	0.0835181	0.00309586	0.977702	0.120831	1.20984	0.159936	0.332842	0.0086066	0.0911014	0.00336696	1.63378	0.17191	1.1409	0.149309	0.136756	0.00356274	0.0645586	0.00309586	1.34221	0.155968	1.73693	0.214274	0.136756	0.00356274	0.0645586	0.00234604	1.93824	0.220183	23	5
bis	130	pba	0	0.93827	12.2372	0.11349	0.729698	0.0128828	2.32268	0.0800583	15.2896	0.206431	20.3931	0.199558	3.37324	0.0720009	2.81974	0.0921092	26.5861	0.363668	5.70207	0.0534639	0.379747	0.0067353	0.874765	0.0800583	6.95658	0.140257	9.57916	0.0950175	0.379747	0.0067353	0.874765	0.0272989	10.8337	0.129052	344	3
tan	130	pba	0	0.93827	12.2372	0.11349	0.724196	0.00722997	2.42417	0.0418924	15.3856	0.162612	20.3931	0.199558	3.33824	0.0387415	2.93361	0.048117	26.665	0.286416	5.70207	0.0534639	0.376861	0.00377577	0.90734	0.0418924	6.98627	0.099132	9.57916	0.0950175	0.376861	0.00377577	0.90734	0.0141679	10.8634	0.112961	344	3
hag	130	pba	0	0.93827	12.2372	0.11349	1.0343	0.00220929	3.52755	0.011549	16.799	0.127248	20.3931	0.199558	5.00443	0.010586	4.08867	0.013221	29.4862	0.223365	5.70207	0.0534639	0.538828	0.00115069	1.17529	0.011549	7.41619	0.0661635	9.57916	0.0950175	0.538828	0.00115069	1.17529	0.00370762	11.2933	0.0998758	344	3
bis	130	pba	1	0.93827	10.0178	0.111534	0.588608	0.0683644	1.60244	0.119831	12.2089	0.299729	16.7274	0.194826	2.69486	0.338897	1.96046	0.141005	21.3828	0.674727	4.67113	0.0524705	0.306258	0.0356381	0.611717	0.119831	5.5891	0.207939	7.86251	0.0926142	0.306258	0.0356381	0.611717	0.0428843	8.78049	0.171137	289	5
tan	130	pba	1	0.93827	10.0178	0.111534	0.583163	0.135534	1.65111	0.320415	12.2521	0.567483	16.7274	0.194826	2.65955	0.681556	2.01587	0.378133	21.4029	1.25451	4.67113	0.0524705	0.303401	0.0706782	0.627981	0.320415	5.60251	0.443564	7.86251	0.0926142	0.303401	0.0706782	0.627981	0.115063	8.79389	0.278355	289	5
hag	130	pba	1	0.93827	10.0178	0.111534	0.864251	0.00226241	2.68843	0.0105072	13.5705	0.124303	16.7274	0.194826	4.18883	0.0108628	3.12613	0.0120785	24.0424	0.217767	4.67113	0.0524705	0.45026	0.00117841	0.904166	0.0105072	6.02555	0.0641562	7.86251	0.0926142	0.45026	0.00117841	0.904166	0.00341801	9.21694	0.0972106	289	5
bis	130	pba	2	0.93827	8.31237	0.192479	0.521832	0.0231673	1.20096	0.0915408	10.0352	0.307187	13.9394	0.331619	2.4033	0.131935	1.47393	0.107128	17.8167	0.570682	3.88082	0.0902844	0.271551	0.0121176	0.460832	0.0915408	4.6132	0.193943	6.56073	0.157095	0.271551	0.0121176	0.460832	0.0324194	7.29311	0.201632	237	7
tan	130	pba	2	0.93827	8.31237	0.192479	0.518073	0.36763	1.23307	0.780736	10.0635	1.34084	13.9394	0.331619	2.37838	1.86888	1.51069	0.925841	17.8285	3.12634	3.88082	0.0902844	0.269578	0.19176	0.471707	0.780736	4.62211	1.06278	6.56073	0.157095	0.269578	0.19176	0.471707	0.283012	7.30201	0.631867	237	7
hag	130	pba	2	0.93827	8.31237	0.192479	0.732706	0.00418867	2.10675	0.0175933	11.1518	0.214261	13.9394	0.331619	3.55667	0.0201482	2.45634	0.0202942	19.9524	0.372061	3.88082	0.0902844	0.381741	0.00218183	0.71396	0.0175933	4.97652	0.110059	6.56073	0.157095	0.381741	0.00218183	0.71396	0.00578429	7.65643	0.165061	237	7
bis	130	pba	3	0.93827	6.74502	0.161698	0.477756	0.0154205	1.13868	0.0912432	8.36146	0.268362	11.3447	0.28003	2.24932	0.0861487	1.38304	0.104702	14.9771	0.470881	3.15114	0.0759981	0.248737	0.00806153	0.428851	0.0912432	3.82873	0.175303	5.34379	0.132889	0.248737	0.00806153	0.428851	0.0308372	6.02138	0.171788	187	8
tan	130	pba	3	0.93827	6.74502	0.161698	0.477771	0.172263	1.13876	0.436416	8.36155	0.770378	11.3447	0.28003	2.24941	0.887401	1.38314	0.51336	14.9773	1.68079	3.15114	0.0759981	0.248745	0.0898819	0.42888	0.436416	3.82877	0.602296	5.34379	0.132889	0.248745	0.0898819	0.42888	0.155291	6.02141	0.378062	187	8
hag	130	pba	3	0.93827	6.74502	0.161698	0.611549	0.00363566	1.62255	0.0137882	8.97912	0.179122	11.3447	0.28003	2.97334	0.0175219	1.89688	0.0159599	16.2149	0.313512	3.15114	0.0759981	0.31863	0.00189386	0.553968	0.0137882	4.02374	0.0916802	5.34379	0.132889	0.31863	0.00189386	0.553968	0.0045801	6.21638	0.139363	187	8
bis	130	pba	4	0.93827	5.26139	0.132401	0.359454	0.0164267	0.704292	0.0565012	6.32513	0.205328	8.85806	0.228832	1.67467	0.0935678	0.86612	0.0663099	11.3988	0.38871	2.45914	0.0621642	0.187102	0.00859192	0.271136	0.0565012	2.91737	0.127257	4.17408	0.108506	0.187102	0.00859192	0.271136	0.020132	4.63231	0.13723	141	8
tan	130	pba	4	0.93827	5.26139	0.132401	0.356403	0.256501	0.72823	0.510485	6.34602	0.899387	8.85806	0.228832	1.65468	1.31538	0.893468	0.607115	11.4062	2.15133	2.45914	0.0621642	0.1855	0.133822	0.279212	0.510485	2.92385	0.706471	4.17408	0.108506	0.1855	0.133822	0.279212	0.186004	4.63879	0.428332	141	8
hag	130	pba	4	0.93827	5.26139	0.132401	0.486854	0.00306464	1.17599	0.0103235	6.92423	0.145789	8.85806	0.228832	2.37169	0.0148044	1.37901	0.0119962	12.6088	0.255633	2.45914	0.0621642	0.253673	0.0015965	0.404819	0.0103235	3.11763	0.0740841	4.17408	0.108506	0.253673	0.0015965	0.404819	0.00346812	4.83257	0.113571	141	8
bis	130	pba	5	0.93827	3.8032	0.100864	0.292067	0.0615334	0.459698	0.082845	4.55496	0.245242	6.45024	0.176235	1.37998	0.314374	0.566727	0.0988545	8.39695	0.589463	1.78114	0.04751	0.152074	0.0320997	0.177662	0.082845	2.11088	0.162455	3.046	0.0838318	0.152074	0.0320997	0.177662	0.0304201	3.37573	0.146352	100	9
tan	130	pba	5	0.93827	3.8032	0.100864	0.289797	0.21131	0.477351	0.378544	4.57035	0.690717	6.45024	0.176235	1.36511	1.09789	0.586928	0.452037	8.40228	1.72616	1.78114	0.04751	0.150883	0.110278	0.183642	0.378544	2.11567	0.536332	3.046	0.0838318	0.150883	0.110278	0.183642	0.138927	3.38052	0.333037	100	9
hag	130	pba	5	0.93827	3.8032	0.100864	0.365949	0.00239405	0.794151	0.00704983	4.9633	0.110307	6.45024	0.176235	1.78685	0.0115972	0.934389	0.00822743	9.17149	0.19606	1.78114	0.04751	0.190687	0.00124724	0.275799	0.00704983	2.24763	0.0558071	3.046	0.0838318	0.190687	0.00124724	0.275799	0.00239696	3.51248	0.087476	100	9
bis	130	pba	6	0.93827	2.41659	0.0693358	0.209809	0	0.186724	0	2.81313	0.0693358	4.12524	0.12128	1.00995	0	0.235293	0	5.37048	0.12128	1.13387	0.0326797	0.109289	0	0.074577	0	1.31774	0.0326797	1.95181	0.0577173	0.109289	0	0.074577	0	2.13568	0.0577173	61	8
tan	130	pba	6	0.93827	2.41659	0.0693358	0.199284	0.0118581	0.247831	0.0265611	2.86371	0.107755	4.12524	0.12128	0.942644	0.0690424	0.30682	0.031315	5.37471	0.221637	1.13387	0.0326797	0.103768	0.00620558	0.0963889	0.0265611	1.33403	0.0654463	1.95181	0.0577173	0.103768	0.00620558	0.0963889	0.00955347	2.15197	0.0734764	61	8
hag	130	pba	6	0.93827	2.41659	0.0693358	0.241792	0.00175187	0.457	0.00434237	3.11538	0.07543	4.12524	0.12128	1.18434	0.00851844	0.539945	0.00509465	5.84953	0.134893	1.13387	0.0326797	0.126001	0.000912765	0.160397	0.00434237	1.42027	0.0379348	1.95181	0.0577173	0.126001	0.000912765	0.160397	0.00149753	2.23821	0.0601276	61	8
bis	130	pba	7	0.93827	0.968755	0.0313007	0.0970338	0.00537642	0.0791383	0.00729559	1.14493	0.0439727	1.67375	0.0551321	0.470773	0.031465	0.0986465	0.00872722	2.24317	0.0953244	0.456048	0.0147784	0.0505548	0.0028139	0.0311013	0.00729559	0.537705	0.0248879	0.794649	0.0262857	0.0505548	0.0028139	0.0311013	0.0026975	0.876305	0.0317971	23	5
tan	130	pba	7	0.93827	0.968755	0.0313007	0.0958758	0.00360817	0.0831682	0.00650901	1.1478	0.0414179	1.67375	0.0551321	0.463125	0.0204383	0.103318	0.00770808	2.2402	0.0832785	0.456048	0.0147784	0.0499469	0.00188686	0.0325089	0.00650901	0.538504	0.0231742	0.794649	0.0262857	0.0499469	0.00188686	0.0325089	0.00235932	0.877104	0.0305319	23	5
hag	130	pba	7	0.93827	0.968755	0.0313007	0.106514	0.00204831	0.143913	0.00933537	1.21918	0.0426844	1.67375	0.0551321	0.52543	0.0106207	0.171942	0.0105472	2.37113	0.0763	0.456048	0.0147784	0.0555153	0.00106888	0.0519198	0.00933537	0.563484	0.0251826	0.794649	0.0262857	0.0555153	0.00106888	0.0519198	0.0029169	0.902084	0.0302715	23	5
bis	130	pro	0	0.93827	1.56629	0.0239408	0.0225522	0.00593812	0.918434	0.164055	2.50728	0.193934	2.57292	0.0436821	0.0711426	0.0193575	1.1228	0.190426	3.76686	0.253466	6.57664	0.135645	0.491994	0.141478	1.33311	0.164055	8.40175	0.441178	11.4547	0.268433	0.491994	0.141478	1.33311	0.18047	13.2798	0.590382	344	3
tan	130	pro	0	0.93827	1.56629	0.0239408	0.0224457	0	0.945122	0	2.53386	0.0239408	2.57292	0.0436821	0.0707364	0	1.15294	0	3.7966	0.0436821	6.57664	0.135645	0.488267	0	1.35776	0	8.42268	0.135645	11.4547	0.268433	0.488267	0	1.35776	0	13.3008	0.268433	344	3
hag	130	pro	0	0.93827	1.56629	0.0239408	0.0277088	0	3.86556	0	5.45956	0.0239408	2.57292	0.0436821	0.0889707	0	4.2894	0	6.95129	0.0436821	6.57664	0.135645	0.634832	0	3.09576	0	10.3072	0.135645	11.4547	0.268433	0.634832	0	3.09576	0	15.1853	0.268433	344	3
bis	130	pro	1	0.93827	1.27175	0.0216149	0.0197803	0.000876997	0.768765	0.0807236	2.06029	0.103215	2.09256	0.0391452	0.0627678	0.00301671	0.936607	0.0923671	3.09193	0.134529	5.36642	0.120109	0.43868	0.024023	1.0976	0.0807236	6.9027	0.224856	9.36603	0.236091	0.43868	0.024023	1.0976	0.0813167	10.9023	0.34143	289	5
tan	130	pro	1	0.93827	1.27175	0.0216149	0.0196801	0.036928	0.799852	1.66218	2.09128	1.72073	2.09256	0.0391452	0.0623926	0.117618	0.97145	2.00126	3.1264	2.15802	5.36642	0.120109	0.435313	0.827555	1.12477	1.66218	6.92651	2.60985	9.36603	0.236091	0.435313	0.827555	1.12477	2.24051	10.9261	3.30416	289	5
hag	130	pro	1	0.93827	1.27175	0.0216149	0.0229143	0	2.60179	0	3.89645	0.0216149	2.09256	0.0391452	0.0736248	0	2.91422	0	5.0804	0.0391452	5.36642	0.120109	0.525916	0	2.24422	0	8.13656	0.120109	9.36603	0.236091	0.525916	0	2.24422	0	12.1362	0.236091	289	5
bis	130	pro	2	0.93827	1.05465	0.0283133	0.0172227	0.00109366	0.587286	0.0987545	1.65916	0.128161	1.73971	0.0500466	0.054745	0.00378555	0.718134	0.11355	2.51259	0.167382	4.48512	0.147458	0.383731	0.0304338	0.853439	0.0987545	5.72229	0.276646	7.85791	0.283136	0.383731	0.0304338	0.853439	0.102611	9.09508	0.416181	237	7
tan	130	pro	2	0.93827	1.05465	0.0283133	0.017156	0.0314931	0.611042	1.12576	1.68285	1.18557	1.73971	0.0500466	0.0544906	0.103889	0.744868	1.31089	2.53907	1.46482	4.48512	0.147458	0.381396	0.774316	0.874821	1.12576	5.74134	2.04754	7.85791	0.283136	0.381396	0.774316	0.874821	1.26235	9.11413	2.3198	237	7
hag	130	pro	2	0.93827	1.05465	0.0283133	0.0195469	0.000318115	1.8028	0.158221	2.877	0.186853	1.73971	0.0500466	0.0628518	0.00104404	2.03885	0.169303	3.84142	0.220394	4.48512	0.147458	0.44952	0.00772132	1.66978	0.158221	6.60443	0.313401	7.85791	0.283136	0.44952	0.00772132	1.66978	0.0903831	9.97721	0.38124	237	7
bis	130	pro	3	0.93827	0.844494	0.0238179	0.0137931	0.00107325	0.404329	0.0730953	1.26262	0.0979864	1.39458	0.0420118	0.0437369	0.00374529	0.498417	0.0847763	1.93674	0.130533	3.60292	0.123272	0.305208	0.030468	0.61033	0.0730953	4.51846	0.226836	6.32021	0.235965	0.305208	0.030468	0.61033	0.0800719	7.23575	0.346505	187	8
tan	130	pro	3	0.93827	0.844494	0.0238179	0.0137436	0.000472932	0.415404	0.0193067	1.27364	0.0435975	1.39458	0.0420118	0.0435454	0.00156654	0.511036	0.0226708	1.94917	0.0662491	3.60292	0.123272	0.303415	0.0117603	0.621181	0.0193067	4.52752	0.154339	6.32021	0.235965	0.303415	0.0117603	0.621181	0.0227934	7.24481	0.270519	187	8
hag	130	pro	3	0.93827	0.844494	0.0238179	0.0160845	0	1.21172	0	2.0723	0.0238179	1.39458	0.0420118	0.0517604	0	1.38343	0	2.82978	0.0420118	3.60292	0.123272	0.37069	0	1.19832	0	5.17193	0.123272	6.32021	0.235965	0.37069	0	1.19832	0	7.88922	0.235965	187	8
bis	130	pro	4	0.93827	0.884044	0.0208543	0.0113111	0.000396476	0.303412	0.0145333	1.19877	0.0357841	1.39918	0.0361117	0.0360796	0.00134312	0.365611	0.0165496	1.80087	0.0540044	3.34551	0.103076	0.254445	0.0104585	0.409463	0.0145333	4.00942	0.128068	5.67054	0.195371	0.254445	0.0104585	0.409463	0.0141834	6.33445	0.220013	141	8
tan	130	pro	4	0.93827	0.884044	0.0208543	0.0112289	0.0010872	0.317348	0.0359498	1.21262	0.0578914	1.39918	0.0361117	0.0357757	0.00359495	0.381172	0.0417407	1.81612	0.0814473	3.34551	0.103076	0.251766	0.0268978	0.421316	0.0359498	4.01859	0.165923	5.67054	0.195371	0.251766	0.0268978	0.421316	0.0396	6.34363	0.261869	141	8
hag	130	pro	4	0.93827	0.884044	0.0208543	0.0132512	0	0.595143	0	1.49244	0.0208543	1.39918	0.0361117	0.0427329	0	0.685692	0	2.1276	0.0361117	3.34551	0.103076	0.307116	0	0.624366	0	4.27699	0.103076	5.67054	0.195371	0.307116	0	0.624366	0	6.60203	0.195371	141	8
bis	130	pro	5	0.93827	0.620536	0.014294	0.00822786	0.000245546	0.158797	0.00529495	0.787561	0.0198344	0.986272	0.02493	0.0261634	0.000828478	0.193672	0.00616632	1.20611	0.0319248	2.37938	0.072319	0.183458	0.00641183	0.227408	0.00529495	2.79024	0.0840257	4.0558	0.138976	0.183458	0.00641183	0.227408	0.00594146	4.46667	0.151329	100	9
tan	130	pro	5	0.93827	0.620536	0.014294	0.00816944	0.000893442	0.162472	0.0229299	0.791178	0.0381173	0.986272	0.02493	0.0259444	0.00296497	0.197862	0.027144	1.21008	0.055039	2.37938	0.072319	0.181489	0.0223033	0.231022	0.0229299	2.79189	0.117552	4.0558	0.138976	0.181489	0.0223033	0.231022	0.0281954	4.46831	0.189475	100	9
hag	130	pro	5	0.93827	0.620536	0.014294	0.0105396	0.000170401	0.334031	0.0149917	0.965106	0.029456	0.986272	0.02493	0.0340776	0.000561935	0.388328	0.0164874	1.40868	0.0419794	2.37938	0.072319	0.245981	0.00418767	0.370169	0.0149917	2.99553	0.0914983	4.0558	0.138976	0.245981	0.00418767	0.370169	0.0112243	4.67195	0.154388	100	9
bis	130	pro	6	0.93827	0.379708	0.00958889	0.0069081	0.000465134	0.122084	0.0103105	0.508701	0.0203645	0.608694	0.0159772	0.022425	0.00153898	0.146513	0.0117867	0.777633	0.0293028	1.49513	0.0431638	0.16297	0.0115359	0.161383	0.0103105	1.81949	0.0650102	2.5776	0.0811725	0.16297	0.0115359	0.161383	0.0103221	2.90195	0.10303	61	8
tan	130	pro	6	0.93827	0.379708	0.00958889	0.0068384	6.81853e-05	0.147844	0.0109794	0.534391	0.0206365	0.608694	0.0159772	0.0221681	0.000234379	0.17495	0.0122662	0.805812	0.0284777	1.49513	0.0431638	0.160712	0.00186306	0.181405	0.0109794	1.83725	0.0560062	2.5776	0.0811725	0.160712	0.00186306	0.181405	0.00938265	2.91971	0.0924182	61	8
hag	130	pro	6	0.93827	0.379708	0.00958889	0.00682491	5.31665e-05	0.175144	0.019813	0.561678	0.029455	0.608694	0.0159772	0.0221194	0.000181238	0.2041	0.0214067	0.834913	0.0375652	1.49513	0.0431638	0.160296	0.00142269	0.196775	0.019813	1.8522	0.0643994	2.5776	0.0811725	0.160296	0.00142269	0.196775	0.0126424	2.93467	0.0952375	61	8
bis	130	pro	7	0.93827	0.143353	0.00506034	0.0025864	0.00019732	0.0229456	0.00240969	0.168885	0.00766735	0.231794	0.00862843	0.0083051	0.000690662	0.0284084	0.00285585	0.268508	0.0121749	0.579361	0.0240559	0.0592154	0.00564772	0.0352529	0.00240969	0.673829	0.0321133	1.00923	0.0452389	0.0592154	0.00564772	0.0352529	0.00298298	1.1037	0.0538696	23	5
tan	130	pro	7	0.93827	0.143353	0.00506034	0.00256837	0.00316298	0.0233869	0.0506338	0.169309	0.0588571	0.231794	0.00862843	0.008237	0.0107183	0.0289192	0.0612948	0.26895	0.0806415	0.579361	0.0240559	0.0585972	0.0833057	0.0357302	0.0506338	0.673688	0.157995	1.00923	0.0452389	0.0585972	0.0833057	0.0357302	0.0699086	1.10356	0.198453	23	5
hag	130	pro	7	0.93827	0.143353	0.00506034	0.00299714	7.45755e-05	0.0363505	0.00197656	0.182701	0.00711147	0.231794	0.00862843	0.00974383	0.000247575	0.0438259	0.00228564	0.285364	0.0111616	0.579361	0.0240559	0.0709731	0.00186505	0.0491895	0.00197656	0.699524	0.0278975	1.00923	0.0452389	0.0709731	0.00186505	0.0491895	0.00212601	1.12939	0.04923	23	5
FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
bis	130	pro	7	0.93827	0.143353	0.00506034	0.0025864	0.00019732	0.0229456	0.00240969	0.168885	0.00766735	0.231794	0.00862843	0.0083051	0.000690662	0.0284084	0.00285585	0.268508	0.0121749	0.579361	0.0240559	0.0592154	0.00564772	0.0352529	0.00240969	0.673829	0.0321133	1.00923	0.0452389	0.0592154	0.00564772	0.0352529	0.00298298	1.1037	0.0538696	23	5
tan	130	pro	7	0.93827	0.143353	0.00506034	0.00256837	0.00316298	0.0233869	0.0506338	0.169309	0.0588571	0.231794	0.00862843	0.008237	0.0107183	0.0289192	0.0612948	0.26895	0.0806415	0.579361	0.0240559	0.0585972	0.0833057	0.0357302	0.0506338	0.673688	0.157995	1.00923	0.0452389	0.0585972	0.0833057	0.0357302	0.0699086	1.10356	0.198453	23	5
hag	130	pro	7	0.93827	0.143353	0.00506034	0.00299714	7.45755e-05	0.0363505	0.00197656	0.182701	0.00711147	0.231794	0.00862843	0.00974383	0.000247575	0.0438259	0.00228564	0.285364	0.0111616	0.579361	0.0240559	0.0709731	0.00186505	0.0491895	0.00197656	0.699524	0.0278975	1.00923	0.0452389	0.0709731	0.00186505	0.0491895	0.00212601	1.12939	0.04923	23	5
bis	130	eta	0	0.54786	6.20556	8.77601	0.378543	1.76771	0.994626	4.07907	7.57873	14.6228	9.44081	13.3514	1.43591	7.5953	1.16338	4.68705	12.0401	25.6337	8.24088	11.6544	0.648488	3.05058	0.924728	4.07907	9.81409	18.784	12.7732	18.0641	0.648488	3.05058	0.924728	3.58141	14.3464	24.6961	344	3
tan	130	eta	0	0.54786	6.20556	8.77601	0.404066	2.33895	1.1536	6.54438	7.76323	17.6593	9.44081	13.3514	1.57193	10.2054	1.34258	7.46301	12.3553	31.0197	8.24088	11.6544	0.693129	4.03956	1.05488	6.54438	9.98889	22.2383	12.7732	18.0641	0.693129	4.03956	1.05488	5.58566	14.5212	27.6893	344	3
hag	130	eta	0	0.54786	6.20556	8.77601	0.620975	0.248244	2.57107	1.81307	9.3976	10.8373	9.44081	13.3514	2.64914	1.04497	2.8442	1.98356	14.9341	16.3799	8.24088	11.6544	1.07069	0.427684	1.8488	1.81307	11.1604	13.8951	12.7732	18.0641	1.07069	0.427684	1.8488	1.21953	15.6927	19.7113	344	3
bis	130	eta	1	0.54786	5.04351	7.1326	0.315428	0.340324	0.766859	1.06006	6.12579	8.53299	7.68717	10.8713	1.1981	1.45247	0.898032	1.22318	9.78331	13.547	6.70637	9.48425	0.540412	0.587045	0.715679	1.06006	7.96246	11.1314	10.415	14.729	0.540412	0.587045	0.715679	0.943819	11.6711	16.2599	289	5
tan	130	eta	1	0.54786	5.04351	7.1326	0.339188	1.02056	0.903101	2.82291	6.28579	10.9761	7.68717	10.8713	1.32511	4.47373	1.05179	3.22456	10.0641	18.5696	6.70637	9.48425	0.581977	1.76306	0.82777	2.82291	8.11611	14.0702	10.415	14.729	0.581977	1.76306	0.82777	2.42405	11.8247	18.9161	289	5
hag	130	eta	1	0.54786	5.04351	7.1326	0.545192	0.183021	1.23618	0.809733	6.82487	8.12536	7.68717	10.8713	2.33785	0.771873	1.40034	0.906249	11.4254	12.5494	6.70637	9.48425	0.940318	0.315352	1.01224	0.809733	8.65892	10.6093	10.415	14.729	0.940318	0.315352	1.01224	0.627292	12.3675	15.6716	289	5
bis	130	eta	2	0.54786	4.12164	5.82888	0.266001	0.505434	0.655783	2.15208	5.04342	8.48639	6.2837	8.88649	1.02189	2.5658	0.766755	2.4417	8.07235	13.894	5.48067	7.75084	0.455997	0.880718	0.608906	2.15208	6.54558	10.7836	8.51447	12.0413	0.455997	0.880718	0.608906	1.80616	9.57937	14.7282	237	7
tan	130	eta	2	0.54786	4.12164	5.82888	0.278681	0.301047	0.73593	1.10556	5.13625	7.23548	6.2837	8.88649	1.08928	1.32419	0.857169	1.26384	8.23015	11.4745	5.48067	7.75084	0.478173	0.520117	0.674724	1.10556	6.63357	9.37652	8.51447	12.0413	0.478173	0.520117	0.674724	0.951597	9.66737	13.513	237	7
hag	130	eta	2	0.54786	4.12164	5.82888	0.436664	0.173509	1.41084	0.922875	5.96913	6.92526	6.2837	8.88649	1.87132	0.734318	1.57033	1.01752	9.72535	10.6383	5.48067	7.75084	0.753103	0.299024	1.05049	0.922875	7.28426	8.97274	8.51447	12.0413	0.753103	0.299024	1.05049	0.651631	10.3181	12.9919	237	7
bis	130	eta	3	0.54786	3.08087	4.35701	0.194127	0.326312	0.441431	1.1891	3.71643	5.87241	4.70341	6.65163	0.734928	1.61166	0.51774	1.35612	5.95608	9.6194	4.10179	5.8008	0.332536	0.567604	0.413989	1.1891	4.84831	7.5575	6.38047	9.02334	0.332536	0.567604	0.413989	1.01789	7.127	10.6088	187	8
tan	130	eta	3	0.54786	3.08087	4.35701	0.21198	0	0.538728	0	3.83158	4.35701	4.70341	6.65163	0.830467	0	0.627727	0	6.16161	6.65163	4.10179	5.8008	0.363771	0	0.494561	0	4.96012	5.8008	6.38047	9.02334	0.363771	0	0.494561	0	7.2388	9.02334	187	8
hag	130	eta	3	0.54786	3.08087	4.35701	0.337203	0.135686	0.930641	0.590295	4.34872	5.08299	4.70341	6.65163	1.44962	0.576406	1.0397	0.653919	7.19273	7.88195	4.10179	5.8008	0.581674	0.233893	0.706869	0.590295	5.39033	6.62499	6.38047	9.02334	0.581674	0.233893	0.706869	0.428494	7.66901	9.68573	187	8
bis	130	eta	4	0.54786	2.26322	3.20068	0.15175	0.303867	0.335594	1.11382	2.75057	4.61837	3.45924	4.89209	0.584825	1.554	0.393023	1.26665	4.43708	7.71275	3.01499	4.26384	0.260188	0.529755	0.313232	1.11382	3.58841	5.90742	4.69626	6.64151	0.260188	0.529755	0.313232	0.943366	5.26968	8.11463	141	8
tan	130	eta	4	0.54786	2.26322	3.20068	0.160439	0.1902	0.383894	0.573501	2.80756	3.96438	3.45924	4.89209	0.630827	0.836393	0.447585	0.657826	4.53765	6.38631	3.01499	4.26384	0.27538	0.328617	0.353123	0.573501	3.6435	5.16596	4.69626	6.64151	0.27538	0.328617	0.353123	0.499704	5.32477	7.46983	141	8
hag	130	eta	4	0.54786	2.26322	3.20068	0.257772	0.104637	0.61452	0.378292	3.13551	3.68361	3.45924	4.89209	1.11158	0.446159	0.688799	0.420833	5.25962	5.75908	3.01499	4.26384	0.444738	0.180412	0.474789	0.378292	3.93452	4.82255	4.69626	6.64151	0.444738	0.180412	0.474789	0.281111	5.61579	7.10303	141	8
bis	130	eta	5	0.54786	1.5467	2.18735	0.10281	0.232541	0.208887	0.819457	1.8584	3.23935	2.36899	3.35024	0.392549	1.22247	0.245282	0.934041	3.00683	5.50676	2.06368	2.91846	0.176193	0.406048	0.196609	0.819457	2.43648	4.14396	3.22127	4.55553	0.176193	0.406048	0.196609	0.700786	3.59407	5.66237	100	9
tan	130	eta	5	0.54786	1.5467	2.18735	0.112092	0.488227	0.255967	1.19935	1.91476	3.87492	2.36899	3.35024	0.441968	2.16454	0.298573	1.37274	3.10954	6.88752	2.06368	2.91846	0.192426	0.843995	0.235808	1.19935	2.49191	4.9618	3.22127	4.55553	0.192426	0.843995	0.235808	1.03751	3.6495	6.43704	100	9
hag	130	eta	5	0.54786	1.5467	2.18735	0.182977	0.0753575	0.369556	0.221256	2.09923	2.48396	2.36899	3.35024	0.791989	0.322749	0.415704	0.247259	3.57669	3.92025	2.06368	2.91846	0.315763	0.129963	0.29065	0.221256	2.67009	3.26968	3.22127	4.55553	0.315763	0.129963	0.29065	0.16844	3.82768	4.85394	100	9
