FIT	CollEn	particle	centrality	mass	dETdEta_data	dETdEta_d_err	dETdEtaLeft	dETdEtaLErr	dETdEtaRight	dETdEtaRErr	dETdEtaTotal	dETdEtaTErr	dETdy_d	dETdy_d_err	dETdyLeft	dETdyLErr	dETdyRight	dETdyRErr	dETdyTotal	dETdyTErr	dNdEta_d	dNdEta_d_err	dNdEtaLeft	dNdEtaLErr	dNdEtaRight	dNdEtaRErr	dNdEtaTotal	dNdEtaTErr	dNdy_d	dNdy_d_err	dNdyLeft	dNdyLErr	dNdyRight	dNdyRErr	dNdyTotal	dNdyTErr	Npart	NpartErr
hag	130	pi-	5	0.13957	18.1277	0.439764	6.6306	0.122941	1.80676	0.0591195	26.5651	0.621825	19.2135	0.46571	11.5927	0.230861	1.82618	0.0596416	32.6323	0.756212	40.8534	0.975303	32.2959	0.622786	1.8285	0.0591195	74.9778	1.65721	43.7176	1.0445	32.2959	0.622786	1.8285	0.0536403	77.842	1.72092	100	9
bis	130	pi-	6	0.13957	10.806	0.284502	3.40124	0	1.75243	0	15.9596	0.284502	11.4597	0.30092	5.54776	0	1.76668	0	18.7741	0.30092	24.4627	0.625436	16.0491	0	1.49233	0	42.0041	0.625436	26.1943	0.668726	16.0491	0	1.49233	0	43.7358	0.668726	61	8
tan	130	pi-	6	0.13957	10.806	0.284502	3.51991	0.101917	0.876096	0.0540339	15.202	0.440453	11.4597	0.30092	5.89155	0.20309	0.886078	0.0544319	18.2373	0.558442	24.4627	0.625436	16.7988	0.533372	0.918341	0.0540339	42.1798	1.21284	26.1943	0.668726	16.7988	0.533372	0.918341	0.0450404	43.9115	1.24714	61	8
hag	130	pi-	6	0.13957	10.806	0.284502	4.07554	0.0816301	1.01272	0.0366409	15.8942	0.402773	11.4597	0.30092	7.1456	0.15399	1.02372	0.0369714	19.629	0.491881	24.4627	0.625436	19.8812	0.414502	1.03151	0.0366409	45.3754	1.07658	26.1943	0.668726	19.8812	0.414502	1.03151	0.0336486	47.107	1.11688	61	8
bis	130	pi-	7	0.13957	4.04254	0.117302	1.35958	0.0383914	0.632991	0.0912376	6.03511	0.246931	4.29136	0.124349	2.21721	0.05877	0.638249	0.0915209	7.14682	0.27464	9.22453	0.262501	6.42507	0.180138	0.548239	0.0912376	16.1978	0.533876	9.88829	0.281402	6.42507	0.180138	0.548239	0.0244599	16.8616	0.486	23	5
tan	130	pi-	7	0.13957	4.04254	0.117302	1.38477	0.130518	0.302903	0.134956	5.73021	0.382776	4.29136	0.124349	2.32932	0.263408	0.306396	0.136375	6.92707	0.524132	9.22453	0.262501	6.62719	0.695776	0.3197	0.134956	16.1714	1.09323	9.88829	0.281402	6.62719	0.695776	0.3197	0.135362	16.8352	1.11254	23	5
hag	130	pi-	7	0.13957	4.04254	0.117302	2.02921	0.0107107	0.388432	0.00523998	6.46018	0.133253	4.29136	0.124349	3.69516	0.0180058	0.392296	0.00528905	8.37882	0.147644	9.22453	0.262501	10.0922	0.0511898	0.373496	0.00523998	19.6902	0.31893	9.88829	0.281402	10.0922	0.0511898	0.373496	0.00486153	20.3539	0.337453	23	5
bis	130	pi0	0	0.13497	71.7674	1.29084	20.202	0.273321	13.2344	0.182972	105.204	1.74713	75.71	1.36079	32.2274	0.440075	13.3364	0.183922	121.274	1.98479	160.622	2.83913	96.6455	1.33374	11.4358	0.182972	268.703	4.35585	171.006	3.02634	96.6455	1.33374	11.4358	0.122837	279.088	4.48292	344	3
tan	130	pi0	0	0.13497	71.7674	1.29084	20.1474	1.30041	7.30582	1.91043	99.2206	4.50168	75.71	1.36079	32.7297	2.44228	7.3811	1.92795	115.821	5.73103	160.622	2.83913	97.1634	6.8718	7.51682	1.91043	265.302	11.6214	171.006	3.02634	97.1634	6.8718	7.51682	1.84258	275.687	11.7407	344	3
hag	130	pi0	0	0.13497	71.7674	1.29084	19.1007	0.0387482	12.2066	0.113902	103.075	1.44349	75.71	1.36079	32.1152	0.0592239	12.3145	0.114768	120.14	1.53478	160.622	2.83913	93.6237	0.179865	11.4566	0.113902	265.702	3.1329	171.006	3.02634	93.6237	0.179865	11.4566	0.098049	276.087	3.30426	344	3
bis	130	pi0	1	0.13497	58.6444	1.59494	17.0379	0	10.9522	0	86.6345	1.59494	61.8889	1.68069	27.2399	0	11.034	0	100.163	1.68069	131.695	3.50149	81.6202	0	9.23785	0	222.553	3.50149	140.264	3.72932	81.6202	0	9.23785	0	231.122	3.72932	289	5
tan	130	pi0	1	0.13497	58.6444	1.59494	17.3736	2.23725	5.51463	3.04872	81.5326	6.88091	61.8889	1.68069	28.355	4.27257	5.57224	3.07728	95.8161	9.03054	131.695	3.50149	84.0192	11.9412	5.71942	3.04872	221.434	18.4914	140.264	3.72932	84.0192	11.9412	5.71942	2.97638	230.002	18.6469	289	5
hag	130	pi0	1	0.13497	58.6444	1.59494	17.6419	0.066621	8.54316	0.141673	84.8295	1.80324	61.8889	1.68069	29.878	0.102529	8.62223	0.142825	100.389	1.92605	131.695	3.50149	86.8373	0.310629	8.24191	0.141673	226.774	3.95379	140.264	3.72932	86.8373	0.310629	8.24191	0.12687	235.343	4.16682	289	5
bis	130	pi0	2	0.13497	47.9706	1.0636	13.9272	0	8.91489	0	70.8127	1.0636	50.63	1.12056	22.2893	0	8.9812	0	81.9005	1.12056	107.815	2.33046	66.7464	0	7.49477	0	182.057	2.33046	114.846	2.48165	66.7464	0	7.49477	0	189.087	2.48165	237	7
tan	130	pi0	2	0.13497	47.9706	1.0636	14.157	1.05969	4.53211	1.42423	66.6597	3.54752	50.63	1.12056	23.0953	2.0137	4.57938	1.43755	78.3047	4.57182	107.815	2.33046	68.4475	5.63868	4.69583	1.42423	180.959	9.39337	114.846	2.48165	68.4475	5.63868	4.69583	1.38898	187.989	9.50931	237	7
hag	130	pi0	2	0.13497	47.9706	1.0636	16.0886	0.0494593	5.75249	0.0742421	69.8117	1.1873	50.63	1.12056	27.478	0.0767341	5.80816	0.0748852	83.9162	1.27218	107.815	2.33046	79.5764	0.231806	5.69757	0.0742421	193.089	2.63651	114.846	2.48165	79.5764	0.231806	5.69757	0.0690028	200.12	2.78246	237	7
bis	130	pi0	3	0.13497	35.9781	0.819875	10.637	0.195884	6.28646	0.172836	52.9016	1.18859	37.9771	0.864378	17.135	0.336354	6.33341	0.173863	61.4455	1.3746	80.9843	1.80886	51.1236	0.980135	5.28409	0.172836	137.392	2.96183	86.2687	1.92747	51.1236	0.980135	5.28409	0.125905	142.676	3.03351	187	8
tan	130	pi0	3	0.13497	35.9781	0.819875	10.8289	0.270356	3.31104	0.192146	50.1181	1.28238	37.9771	0.864378	17.6912	0.52762	3.3457	0.193408	59.014	1.58541	80.9843	1.80886	52.4026	1.44355	3.43762	0.192146	136.824	3.44455	86.2687	1.92747	52.4026	1.44355	3.43762	0.156156	142.109	3.52717	187	8
hag	130	pi0	3	0.13497	35.9781	0.819875	12.7534	0.219909	3.90846	0.122541	52.64	1.16233	37.9771	0.864378	21.8796	0.405072	3.94707	0.123525	63.8038	1.39298	80.9843	1.80886	63.2417	1.13613	3.91807	0.122541	148.144	3.06753	86.2687	1.92747	63.2417	1.13613	3.91807	0.109449	153.428	3.17305	187	8
bis	130	pi0	4	0.13497	26.5395	0.648371	8.00148	0.133177	4.71462	0.1017	39.2556	0.883249	28.0257	0.683545	12.8353	0.221576	4.74997	0.102239	45.611	1.00736	59.9283	1.43029	38.4098	0.658636	3.98403	0.1017	102.322	2.19062	63.8729	1.52399	38.4098	0.658636	3.98403	0.0645166	106.267	2.24714	141	8
tan	130	pi0	4	0.13497	26.5395	0.648371	8.14526	0.19022	2.34984	0.136548	37.0346	0.975139	28.0257	0.683545	13.3389	0.36135	2.37463	0.137505	43.7392	1.1824	59.9283	1.43029	39.4705	1.00035	2.45057	0.136548	101.849	2.56718	63.8729	1.52399	39.4705	1.00035	2.45057	0.114645	105.794	2.63898	141	8
hag	130	pi0	4	0.13497	26.5395	0.648371	9.54345	0.178445	2.79079	0.0956507	38.8738	0.922466	28.0257	0.683545	16.3954	0.329451	2.81853	0.0964274	47.2396	1.10942	59.9283	1.43029	47.3615	0.92307	2.80747	0.0956507	110.097	2.44901	63.8729	1.52399	47.3615	0.92307	2.80747	0.0859711	114.042	2.53303	141	8
bis	130	pi0	5	0.13497	18.2331	0.442709	5.95812	0.739097	2.11176	1.85709	26.303	3.0389	19.2587	0.467244	9.80064	1.54092	2.1316	1.86545	31.1909	3.87362	41.2856	0.986612	28.9583	4.10997	2.05458	1.85709	72.2985	6.95367	44.0085	1.05248	28.9583	4.10997	2.05458	1.22616	75.0214	6.3886	100	9
tan	130	pi0	5	0.13497	18.2331	0.442709	5.75463	0.155273	1.56886	0.0910845	25.5566	0.689067	19.2587	0.467244	9.43762	0.302538	1.58544	0.0917004	30.2817	0.861482	41.2856	0.986612	27.9122	0.828516	1.63796	0.0910845	70.8358	1.90621	44.0085	1.05248	27.9122	0.828516	1.63796	0.0751658	73.5587	1.95616	100	9
hag	130	pi0	5	0.13497	18.2331	0.442709	6.76303	0.126629	1.82432	0.0600687	26.8205	0.629407	19.2587	0.467244	11.6468	0.234153	1.84263	0.0605638	32.7481	0.761961	41.2856	0.986612	33.6092	0.655537	1.84601	0.0600687	76.7408	1.70222	44.0085	1.05248	33.6092	0.655537	1.84601	0.0544607	79.4637	1.76248	100	9
bis	130	pi0	6	0.13497	10.755	0.288995	3.13039	0	1.63869	0	15.524	0.288995	11.3668	0.305024	4.79022	0	1.65166	0	17.8087	0.305024	24.4845	0.644515	14.7151	0	1.43549	0	40.6351	0.644515	26.1158	0.687526	14.7151	0	1.43549	0	42.2664	0.687526	61	8
tan	130	pi0	6	0.13497	10.755	0.288995	3.57061	0.121785	0.864066	0.0569662	15.1896	0.467747	11.3668	0.305024	5.87825	0.241691	0.873279	0.0573478	18.1183	0.604063	24.4845	0.644515	17.3593	0.656831	0.906518	0.0569662	42.7503	1.35831	26.1158	0.687526	17.3593	0.656831	0.906518	0.0468534	44.3816	1.39121	61	8
hag	130	pi0	6	0.13497	10.755	0.288995	4.18045	0.0874689	0.99088	0.0363245	15.9263	0.412789	11.3668	0.305024	7.22774	0.162602	1.00098	0.0366319	19.5955	0.504259	24.4845	0.644515	20.8213	0.454105	1.0117	0.0363245	46.3176	1.13494	26.1158	0.687526	20.8213	0.454105	1.0117	0.0334376	47.9488	1.17507	61	8
bis	130	pi0	7	0.13497	4.03646	0.118051	1.33788	0	0.614196	0	5.98854	0.118051	4.26969	0.124687	2.12208	0	0.618985	0	7.01076	0.124687	9.25592	0.265085	6.40212	0	0.53272	0	16.1908	0.265085	9.88162	0.282967	6.40212	0	0.53272	0	16.8165	0.282967	23	5
tan	130	pi0	7	0.13497	4.03646	0.118051	1.40744	0.145833	0.302278	0.145956	5.74618	0.40984	4.26969	0.124687	2.32719	0.287685	0.305534	0.14739	6.90242	0.559763	9.25592	0.265085	6.86035	0.793148	0.318961	0.145956	16.4352	1.20419	9.88162	0.282967	6.86035	0.793148	0.318961	0.146349	17.0609	1.22246	23	5
hag	130	pi0	7	0.13497	4.03646	0.118051	2.09263	0.0110096	0.384517	0.00523384	6.51361	0.134295	4.26969	0.124687	3.75874	0.0182179	0.3881	0.00527977	8.41653	0.148185	9.25592	0.265085	10.6366	0.0536256	0.370282	0.00523384	20.2628	0.323944	9.88162	0.282967	10.6366	0.0536256	0.370282	0.00486361	20.8885	0.341456	23	5
bis	130	ka+	0	0.49368	15.4725	1.30685	0.831814	0.0454148	1.81546	0.380367	18.1198	1.73263	22.3457	1.79192	3.77191	0.235477	2.0069	0.412298	28.1245	2.4397	21.187	1.70356	1.60394	0.0881709	1.53366	0.380367	24.3246	2.1721	31.629	2.40597	1.60394	0.0881709	1.53366	0.288063	34.7667	2.78221	344	3
tan	130	ka+	0	0.49368	15.4725	1.30685	0.831531	0.420904	1.82672	1.38759	18.1307	3.11534	22.3457	1.79192	3.77017	2.02918	2.01896	1.51264	28.1348	5.33375	21.187	1.70356	1.60339	0.814152	1.54159	1.38759	24.332	3.9053	31.629	2.40597	1.60339	0.814152	1.54159	1.0863	34.774	4.30642	344	3
hag	130	ka+	0	0.49368	15.4725	1.30685	0.899232	0.0268821	3.79443	0.506428	20.1661	1.84016	22.3457	1.79192	4.13101	0.128432	4.09964	0.536357	30.5763	2.45671	21.187	1.70356	1.73505	0.0519725	2.76072	0.506428	25.6828	2.26196	31.629	2.40597	1.73505	0.0519725	2.76072	0.313805	36.1248	2.77175	344	3
bis	130	ka+	1	0.49368	12.4528	1.14474	0.660672	0.0372494	1.76355	0.474991	14.877	1.65698	17.9134	1.56071	3.00398	0.191982	1.94255	0.512056	22.8599	2.26475	16.9804	1.48459	1.2741	0.0722972	1.46113	0.474991	19.7156	2.03188	25.253	2.08297	1.2741	0.0722972	1.46113	0.346821	27.9883	2.50209	289	5
tan	130	ka+	1	0.49368	12.4528	1.14474	0.660577	0.267977	1.79227	0.929433	14.9056	2.34215	17.9134	1.56071	3.00347	1.27877	1.97295	1.00725	22.8898	3.84673	16.9804	1.48459	1.27392	0.518072	1.47951	0.929433	19.7338	2.9321	25.253	2.08297	1.27392	0.518072	1.47951	0.700993	28.0065	3.30204	289	5
hag	130	ka+	1	0.49368	12.4528	1.14474	0.733167	0.0113932	2.68967	0.102439	15.8756	1.25857	17.9134	1.56071	3.37275	0.0516484	2.91285	0.109858	24.199	1.72222	16.9804	1.48459	1.41473	0.0219681	1.99116	0.102439	20.3863	1.609	25.253	2.08297	1.41473	0.0219681	1.99116	0.0704736	28.6589	2.17541	289	5
bis	130	ka+	2	0.49368	9.99227	1.08618	0.527602	0.0413517	1.38501	0.457529	11.9049	1.58506	14.3889	1.48759	2.39445	0.212628	1.52618	0.493554	18.3095	2.19377	13.6486	1.40139	1.01739	0.0802491	1.1498	0.457529	15.8158	1.93917	20.312	1.98545	1.01739	0.0802491	1.1498	0.335428	22.4792	2.40113	237	7
tan	130	ka+	2	0.49368	9.99227	1.08618	0.527804	0.421568	1.38076	1.61466	11.9008	3.12241	14.3889	1.48759	2.3957	2.02445	1.52167	1.75187	18.3063	5.26391	13.6486	1.40139	1.01778	0.815269	1.14704	1.61466	15.8135	3.83132	20.312	1.98545	1.01778	0.815269	1.14704	1.22726	22.4769	4.02799	237	7
hag	130	ka+	2	0.49368	9.99227	1.08618	0.599389	0.0117803	2.80573	0.110885	13.3974	1.20884	14.3889	1.48759	2.7601	0.053602	3.00811	0.117973	20.1571	1.65917	13.6486	1.40139	1.15664	0.0227189	1.90379	0.110885	16.7091	1.535	20.312	1.98545	1.15664	0.0227189	1.90379	0.0702907	23.3725	2.07846	237	7
bis	130	ka+	3	0.49368	7.81998	0.902068	0.44115	0.0286541	1.64115	1.03887	9.90228	1.96959	11.2686	1.22741	2.02513	0.144051	1.78924	1.10048	15.0829	2.47194	10.6765	1.15508	0.851155	0.0555431	1.2786	1.03887	12.8063	2.24949	15.9093	1.62546	0.851155	0.0555431	1.2786	0.661268	18.039	2.34228	187	8
tan	130	ka+	3	0.49368	7.81998	0.902068	0.432508	0.0200068	1.72367	0.224722	9.97616	1.1468	11.2686	1.22741	1.97885	0.0958921	1.8715	0.24102	15.1189	1.56432	10.6765	1.15508	0.834346	0.0386874	1.30298	0.224722	12.8139	1.41849	15.9093	1.62546	0.834346	0.0386874	1.30298	0.15639	18.0466	1.82054	187	8
hag	130	ka+	3	0.49368	7.81998	0.902068	0.481473	0.00974241	1.82998	0.0701852	10.1314	0.981995	11.2686	1.22741	2.22278	0.0444647	1.96803	0.0749665	15.4594	1.34684	10.6765	1.15508	0.92922	0.0187916	1.27426	0.0701852	12.88	1.24405	15.9093	1.62546	0.92922	0.0187916	1.27426	0.046151	18.1127	1.69041	187	8
bis	130	ka+	4	0.49368	5.91246	0.674727	0.295712	0.0230314	0.941427	0.370375	7.14959	1.06813	8.46804	0.920786	1.34305	0.117154	1.03458	0.397883	10.8457	1.43582	8.02873	0.86805	0.570247	0.0446716	0.769939	0.370375	9.36892	1.2831	11.8866	1.22452	0.570247	0.0446716	0.769939	0.263898	13.2268	1.53309	141	8
tan	130	ka+	4	0.49368	5.91246	0.674727	0.296105	0	0.977452	0	7.18601	0.674727	8.46804	0.920786	1.34543	0	1.0726	0	10.8861	0.920786	8.02873	0.86805	0.571016	0	0.792347	0	9.3921	0.86805	11.8866	1.22452	0.571016	0	0.792347	0	13.2499	1.22452	141	8
hag	130	ka+	4	0.49368	5.91246	0.674727	0.368066	0.00778392	1.11713	0.0421526	7.39765	0.724663	8.46804	0.920786	1.70429	0.035653	1.20519	0.0452054	11.3775	1.00164	8.02873	0.86805	0.710457	0.0150167	0.797625	0.0421526	9.53682	0.925219	11.8866	1.22452	0.710457	0.0150167	0.797625	0.0287048	13.3947	1.26824	141	8
bis	130	ka+	5	0.49368	4.11932	0.439489	0.217196	0.0178112	0.547702	0.179067	4.88422	0.636368	5.92425	0.606752	0.986137	0.0914141	0.604401	0.193548	7.51478	0.891714	5.62041	0.572261	0.418832	0.0345625	0.458472	0.179067	6.49771	0.78589	8.35304	0.817446	0.418832	0.0345625	0.458472	0.133196	9.23034	0.985204	100	9
tan	130	ka+	5	0.49368	4.11932	0.439489	0.216432	0.0167295	0.591011	0.196859	4.92676	0.653078	5.92425	0.606752	0.981711	0.0855276	0.650349	0.211571	7.55631	0.90385	5.62041	0.572261	0.41734	0.0324562	0.486689	0.196859	6.52443	0.801576	8.35304	0.817446	0.41734	0.0324562	0.486689	0.140528	9.25707	0.99043	100	9
hag	130	ka+	5	0.49368	4.11932	0.439489	0.278038	0.00593099	0.686365	0.0247772	5.08372	0.470197	5.92425	0.606752	1.29123	0.0272621	0.742472	0.0266635	7.95795	0.660677	5.62041	0.572261	0.536762	0.0114441	0.500287	0.0247772	6.65745	0.608482	8.35304	0.817446	0.536762	0.0114441	0.500287	0.0173589	9.39009	0.846249	100	9
bis	130	ka+	6	0.49368	2.50633	0.317905	0.170103	0	0.176859	0	2.85329	0.317905	3.67868	0.439581	0.788729	0	0.198549	0	4.66596	0.439581	3.47078	0.412051	0.328358	0	0.161265	0	3.96041	0.412051	5.27704	0.591381	0.328358	0	0.161265	0	5.76666	0.591381	61	8
tan	130	ka+	6	0.49368	2.50633	0.317905	0.163415	0.00925848	0.377742	0.299293	3.04749	0.626456	3.67868	0.439581	0.752819	0.0451078	0.413666	0.317175	4.84517	0.801865	3.47078	0.412051	0.315352	0.0179183	0.302033	0.299293	4.08817	0.729263	5.27704	0.591381	0.315352	0.0179183	0.302033	0.19085	5.89442	0.800149	61	8
hag	130	ka+	6	0.49368	2.50633	0.317905	0.18912	0.00439085	0.364745	0.0134905	3.0602	0.335786	3.67868	0.439581	0.881636	0.0202748	0.395751	0.0145734	4.95607	0.474429	3.47078	0.412051	0.365173	0.00847425	0.271785	0.0134905	4.10774	0.434016	5.27704	0.591381	0.365173	0.00847425	0.271785	0.00973812	5.914	0.609594	61	8
bis	130	ka+	7	0.49368	0.851321	0.107373	0.0567161	0.00435212	0.121976	0.0758038	1.03001	0.187529	1.24788	0.150334	0.261437	0.02184	0.13368	0.0806868	1.64299	0.252861	1.18004	0.141019	0.109452	0.00843539	0.0979747	0.0758038	1.38747	0.225258	1.78983	0.205053	0.109452	0.00843539	0.0979747	0.050143	1.99725	0.263632	23	5
tan	130	ka+	7	0.49368	0.851321	0.107373	0.0565032	0	0.129955	0	1.03778	0.107373	1.24788	0.150334	0.260278	0	0.141996	0	1.65015	0.150334	1.18004	0.141019	0.109037	0	0.10233	0	1.39141	0.141019	1.78983	0.205053	0.109037	0	0.10233	0	2.00119	0.205053	23	5
hag	130	ka+	7	0.49368	0.851321	0.107373	0.0725964	0.00189048	0.0865604	0.00321369	1.01048	0.112477	1.24788	0.150334	0.341244	0.00881643	0.0944099	0.00349465	1.68353	0.162645	1.18004	0.141019	0.140235	0.00365042	0.066863	0.00321369	1.38714	0.147883	1.78983	0.205053	0.140235	0.00365042	0.066863	0.00243309	1.99692	0.211137	23	5
bis	130	ka-	0	0.49368	14.3279	1.21891	0.750344	0.0405808	1.82983	0.400754	16.9081	1.66024	20.6418	1.66772	3.39912	0.209682	2.02024	0.433659	26.0611	2.31106	19.5754	1.58473	1.44678	0.0787721	1.5355	0.400754	22.5576	2.06425	29.1489	2.23333	1.44678	0.0787721	1.5355	0.300153	32.1312	2.61225	344	3
tan	130	ka-	0	0.49368	14.3279	1.21891	0.750172	0.873101	1.84958	2.91382	16.9277	5.00583	20.6418	1.66772	3.39808	4.19753	2.04132	3.17216	26.0812	9.03741	19.5754	1.58473	1.44644	1.68859	1.54901	2.91382	22.5708	6.18714	29.1489	2.23333	1.44644	1.68859	1.54901	2.26193	32.1443	6.18385	344	3
hag	130	ka-	0	0.49368	14.3279	1.21891	0.816405	0.0214721	4.15739	1.40804	19.3017	2.64842	20.6418	1.66772	3.74799	0.10062	4.46773	1.46325	28.8575	3.23159	19.5754	1.58473	1.57518	0.0414729	2.892	1.40804	24.0425	3.03424	29.1489	2.23333	1.57518	0.0414729	2.892	0.694447	33.6161	2.96925	344	3
bis	130	ka-	1	0.49368	11.4638	1.12598	0.624292	0.035604	1.64014	0.453656	13.7282	1.61524	16.558	1.52905	2.8416	0.183315	1.80665	0.489134	21.2062	2.2015	15.6964	1.45258	1.20401	0.0691003	1.35903	0.453656	18.2595	1.97534	23.437	2.03029	1.20401	0.0691003	1.35903	0.331595	26	2.43099	289	5
tan	130	ka-	1	0.49368	11.4638	1.12598	0.623688	0	1.67868	0	13.7662	1.12598	16.558	1.52905	2.83845	0	1.84753	0	21.2439	1.52905	15.6964	1.45258	1.20283	0	1.3841	0	18.2834	1.45258	23.437	2.03029	1.20283	0	1.3841	0	26.0239	2.03029	289	5
hag	130	ka-	1	0.49368	11.4638	1.12598	0.675003	0.0111153	3.57855	0.122955	15.7173	1.26005	16.558	1.52905	3.10386	0.0504897	3.82928	0.130495	23.4911	1.71003	15.6964	1.45258	1.30246	0.0214345	2.3877	0.122955	19.3866	1.59697	23.437	2.03029	1.30246	0.0214345	2.3877	0.0760903	27.1272	2.12782	289	5
bis	130	ka-	2	0.49368	9.33251	1.14529	0.480533	0.0372572	1.36853	0.517582	11.1816	1.70013	13.3661	1.55505	2.18495	0.19055	1.50631	0.557442	17.0574	2.30305	12.6823	1.47343	0.926705	0.0722843	1.12928	0.517582	14.7382	2.0633	18.7689	2.0617	0.926705	0.0722843	1.12928	0.375512	20.8249	2.5095	237	7
tan	130	ka-	2	0.49368	9.33251	1.14529	0.479328	0.26158	1.47642	1.38249	11.2883	2.78936	13.3661	1.55505	2.17792	1.25412	1.62022	1.49454	17.1643	4.30372	12.6823	1.47343	0.924351	0.505835	1.19661	1.38249	14.8032	3.36176	18.7689	2.0617	0.924351	0.505835	1.19661	1.02347	20.8899	3.59101	237	7
hag	130	ka-	2	0.49368	9.33251	1.14529	0.549504	0.011601	2.36103	0.0977864	12.2431	1.25468	13.3661	1.55505	2.53298	0.0528507	2.5346	0.104208	18.4337	1.71211	12.6823	1.47343	1.06044	0.0223744	1.61972	0.0977864	15.3624	1.59359	18.7689	2.0617	1.06044	0.0223744	1.61972	0.0629614	21.4491	2.14704	237	7
bis	130	ka-	3	0.49368	7.23266	0.867046	0.336591	0.0281894	0.834937	0.226098	8.40418	1.12133	10.3528	1.1799	1.50277	0.145357	0.923907	0.245359	12.7795	1.57061	9.84298	1.11832	0.648544	0.0547116	0.709107	0.226098	11.2006	1.39913	14.5437	1.56851	0.648544	0.0547116	0.709107	0.172429	15.9013	1.79565	187	8
tan	130	ka-	3	0.49368	7.23266	0.867046	0.336605	0.0281401	0.834963	0.225739	8.40423	1.12092	10.3528	1.1799	1.50285	0.145072	0.923938	0.244966	12.7796	1.56994	9.84298	1.11832	0.648572	0.0546154	0.709136	0.225739	11.2007	1.39867	14.5437	1.56851	0.648572	0.0546154	0.709136	0.172144	15.9014	1.79527	187	8
hag	130	ka-	3	0.49368	7.23266	0.867046	0.443584	0.00944061	1.56907	0.0620628	9.24531	0.938549	10.3528	1.1799	2.04976	0.043135	1.68918	0.0663777	14.0917	1.28941	9.84298	1.11832	0.856137	0.0182105	1.10171	0.0620628	11.8008	1.19859	14.5437	1.56851	0.856137	0.0182105	1.10171	0.0412889	16.5015	1.62801	187	8
bis	130	ka-	4	0.49368	5.1967	0.568728	0.317367	0.0604648	0.489264	0.213481	6.00333	0.842673	7.56281	0.792158	1.45613	0.28421	0.545182	0.234392	9.56412	1.31076	7.15318	0.743845	0.612322	0.116778	0.43094	0.213481	8.19644	1.0741	10.7727	1.07506	0.612322	0.116778	0.43094	0.174895	11.816	1.36673	141	8
tan	130	ka-	4	0.49368	5.1967	0.568728	0.31418	0	0.720772	0	6.23165	0.568728	7.56281	0.792158	1.44056	0	0.792687	0	9.79606	0.792158	7.15318	0.743845	0.606148	0	0.591602	0	8.35093	0.743845	10.7727	1.07506	0.606148	0	0.591602	0	11.9705	1.07506	141	8
hag	130	ka-	4	0.49368	5.1967	0.568728	0.352454	0.00742554	1.03435	0.0385415	6.5835	0.614695	7.56281	0.792158	1.63276	0.0340305	1.11638	0.0413566	10.312	0.867545	7.15318	0.743845	0.680338	0.0143257	0.741117	0.0385415	8.57464	0.796712	10.7727	1.07506	0.680338	0.0143257	0.741117	0.0263735	12.1942	1.11576	141	8
bis	130	ka-	5	0.49368	3.61148	0.431876	0.193864	0	0.143729	0	3.94908	0.431876	5.25712	0.596556	0.8518	0	0.162994	0	6.27192	0.596556	4.98821	0.562582	0.373349	0	0.136582	0	5.49814	0.562582	7.50176	0.804124	0.373349	0	0.136582	0	8.01169	0.804124	100	9
tan	130	ka-	5	0.49368	3.61148	0.431876	0.201736	0.129431	0.350841	0.336732	4.16406	0.898039	5.25712	0.596556	0.910884	0.628856	0.389317	0.369291	6.55732	1.5947	4.98821	0.562582	0.388919	0.250459	0.302323	0.336732	5.67945	1.14977	7.50176	0.804124	0.388919	0.250459	0.302323	0.273097	8.193	1.32768	100	9
hag	130	ka-	5	0.49368	3.61148	0.431876	0.259098	0.00582482	0.609556	0.0229136	4.48014	0.460614	5.25712	0.596556	1.20414	0.0267971	0.659784	0.0246772	7.12104	0.64803	4.98821	0.562582	0.500214	0.0112397	0.44631	0.0229136	5.93473	0.596735	7.50176	0.804124	0.500214	0.0112397	0.44631	0.0161524	8.44828	0.831516	100	9
bis	130	ka-	6	0.49368	2.17146	0.271461	0.113156	0.012488	0.167691	0.0466319	2.4523	0.330581	3.14996	0.379602	0.504591	0.0647791	0.186747	0.0510561	3.8413	0.495438	2.99229	0.357136	0.218022	0.0242445	0.147085	0.0466319	3.3574	0.428013	4.48226	0.517854	0.218022	0.0242445	0.147085	0.0375368	4.84737	0.579635	61	8
tan	130	ka-	6	0.49368	2.17146	0.271461	0.113157	0.109902	0.167678	0.228941	2.45229	0.610304	3.14996	0.379602	0.504597	0.537635	0.186733	0.252825	3.84129	1.17006	2.99229	0.357136	0.218024	0.212751	0.147075	0.228941	3.35739	0.798828	4.48226	0.517854	0.218024	0.212751	0.147075	0.192761	4.84736	0.923365	61	8
hag	130	ka-	6	0.49368	2.17146	0.271461	0.164609	0.00412404	0.293004	0.0114733	2.62907	0.287058	3.14996	0.379602	0.768369	0.0190725	0.318207	0.0124089	4.23654	0.411084	2.99229	0.357136	0.317865	0.00795993	0.219775	0.0114733	3.52993	0.37657	4.48226	0.517854	0.317865	0.00795993	0.219775	0.00835562	5.0199	0.534169	61	8
